competitionId,gameId,homeId,awayId,teamId1,teamId2,teamId,periodIdx,clock,awayLineupId,homeLineupId,actionType,subType,qualifiers,success,x,y,side,score1,score2,clock_seconds,game_clock_seconds,_match_period,frame_id
33533,2187675,104448,103384,104448,103384,103384,1,09:15:00,1608569;1687571;1687573;982236;1895742;,1334083;950230;1912262;1698339;1301389;,assist,,,True,0.0,0.0,RIGHT,23,20,555.0,555.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,09:15:00,1608569;1687571;1687573;982236;1895742;,1334083;950230;1912262;1698339;1301389;,2pt,layup,pointsinthepaint,True,93.0,52.0,RIGHT,23,20,555.0,555.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,09:33:00,1608569;1687571;1687573;1720217;982236;,1334083;950230;1912262;1698339;1301389;,foul,personal,shooting;2freethrow,True,14.0,60.0,RIGHT,21,18,573.0,573.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,09:33:00,1608569;1687571;1687573;1720217;982236;,1334083;950230;1912262;1698339;1301389;,substitution,out,,True,0.0,0.0,RIGHT,21,18,573.0,573.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,09:33:00,1608569;1687571;1687573;1720217;982236;,1334083;950230;1912262;1698339;1301389;,rebound,offensive,,True,0.0,0.0,LEFT,21,18,573.0,573.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,09:33:00,1608569;1687571;1687573;982236;1895742;,1334083;950230;1912262;1698339;1301389;,freethrow,1of2,2ndchance,True,0.0,0.0,LEFT,22,18,573.0,573.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,09:33:00,1608569;1687571;1687573;1720217;982236;,1334083;950230;1912262;1698339;1301389;,foulon,,,True,0.0,0.0,LEFT,21,18,573.0,573.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,09:33:00,1608569;1687571;1687573;982236;,1334083;950230;1912262;1698339;1301389;,substitution,in,,True,0.0,0.0,RIGHT,21,18,573.0,573.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,09:33:00,1608569;1687571;1687573;982236;1895742;,1334083;950230;1912262;1698339;1301389;,freethrow,2of2,2ndchance,True,0.0,0.0,LEFT,23,18,573.0,573.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,09:36:00,1608569;1687571;1687573;1720217;982236;,1334083;950230;1912262;1698339;1301389;,3pt,jumpshot,2ndchance,False,6.0,4.0,LEFT,21,18,576.0,576.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,09:38:00,1608569;1687571;1687573;1720217;982236;,1334083;950230;1912262;1698339;1301389;,rebound,offensive,,True,0.0,0.0,LEFT,21,18,578.0,578.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,09:42:00,1608569;1687571;1687573;1720217;982236;,1334083;950230;1912262;1698339;1301389;,2pt,jumpshot,,False,14.0,21.0,LEFT,21,18,582.0,582.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,09:58:00,1608569;1687571;1687573;1720217;982236;,1334083;950230;1912262;1698339;1301389;,2pt,jumpshot,,True,72.0,56.0,RIGHT,21,18,598.0,598.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,10:04:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,foulon,,,True,0.0,0.0,RIGHT,21,16,604.0,604.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,10:04:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,substitution,out,,True,0.0,0.0,RIGHT,21,16,604.0,604.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,10:04:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,foul,personal,,True,89.0,59.0,LEFT,21,16,604.0,604.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,10:04:00,1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,substitution,in,,True,0.0,0.0,RIGHT,21,16,604.0,604.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,10:28:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,3pt,jumpshot,,True,24.0,17.0,LEFT,21,16,628.0,628.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,10:28:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,assist,,,True,0.0,0.0,LEFT,21,16,628.0,628.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,10:44:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,2pt,jumpshot,pointsinthepaint,True,88.0,60.0,RIGHT,18,16,644.0,644.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,11:05:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,foul,personal,shooting;2freethrow,True,9.0,43.0,RIGHT,17,14,665.0,665.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,11:05:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,foulon,,,True,0.0,0.0,LEFT,17,14,665.0,665.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,11:05:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,freethrow,1of2,,False,0.0,0.0,LEFT,17,14,665.0,665.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,11:05:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,freethrow,2of2,,True,0.0,0.0,LEFT,18,14,665.0,665.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,11:14:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,rebound,defensive,,True,0.0,0.0,LEFT,17,14,674.0,674.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,11:18:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,2pt,layup,pointsinthepaint,False,92.0,49.0,RIGHT,17,14,678.0,678.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,11:36:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,assist,,,True,0.0,0.0,LEFT,17,14,696.0,696.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,11:36:00,985798;1608569;1687571;1687573;1720217;,1334083;950230;1912262;1698339;1301389;,2pt,turnaroundjumpshot,fromturnover,True,22.0,55.0,LEFT,17,14,696.0,696.0,1,258
33533,2187675,104448,103384,104448,103384,0,1,11:56:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,timeout,commercial,,True,0.0,0.0,LEFT,15,14,716.0,716.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,11:56:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,foulon,,,True,0.0,0.0,LEFT,15,14,716.0,716.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,11:56:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,turnover,offensive,,True,0.0,0.0,RIGHT,15,14,716.0,716.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,11:56:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,foul,offensive,,True,88.0,34.0,RIGHT,15,14,716.0,716.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,11:56:00,985798;1608569;1687571;1687573;,1334083;950230;1912262;1698339;1301389;,substitution,in,,True,0.0,0.0,RIGHT,15,14,716.0,716.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,11:56:00,985798;1608569;1687571;,1334083;950230;1912262;1698339;1301389;,substitution,in,,True,0.0,0.0,RIGHT,15,14,716.0,716.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,11:56:00,985798;1608569;1895742;1687571;,1334083;950230;1912262;1698339;1301389;,substitution,out,,True,0.0,0.0,RIGHT,15,14,716.0,716.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,11:56:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,substitution,out,,True,0.0,0.0,RIGHT,15,14,716.0,716.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,12:03:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,steal,,,True,0.0,0.0,RIGHT,15,14,723.0,723.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,12:03:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,turnover,lostball,,True,26.0,37.0,LEFT,15,14,723.0,723.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,12:09:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,rebound,defensive,,True,0.0,0.0,LEFT,15,14,729.0,729.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,12:13:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,3pt,jumpshot,,False,68.0,67.0,RIGHT,15,14,733.0,733.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,12:35:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,foul,personal,oneandone,True,13.0,94.0,RIGHT,13,14,755.0,755.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,12:35:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,foulon,,,True,0.0,0.0,LEFT,13,14,755.0,755.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,12:35:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,freethrow,1of2,,True,0.0,0.0,LEFT,14,14,755.0,755.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,12:35:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,freethrow,2of2,,True,0.0,0.0,LEFT,15,14,755.0,755.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,12:48:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,substitution,out,,True,0.0,0.0,LEFT,13,13,768.0,768.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,12:48:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,foulon,,,True,0.0,0.0,RIGHT,13,13,768.0,768.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,12:48:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,foul,personal,shooting;1freethrow,True,90.0,49.0,LEFT,13,13,768.0,768.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,12:48:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,2pt,layup,pointsinthepaint,True,90.0,49.0,RIGHT,13,13,768.0,768.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,12:48:00,985798;1608569;1895742;1895743;1687571;,1334083;950230;1912262;1698339;1301389;,freethrow,1of1,,True,0.0,0.0,RIGHT,13,14,768.0,768.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,12:48:00,985798;1608569;1895742;1895743;,1334083;950230;1912262;1698339;1301389;,substitution,in,,True,0.0,0.0,RIGHT,13,13,768.0,768.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,12:48:00,985798;1687573;1608569;1895742;1895743;,1334083;950230;1912262;1698339;1301389;,substitution,out,,True,0.0,0.0,RIGHT,13,13,768.0,768.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,12:48:00,985798;1687573;1608569;1895742;1895743;,1334083;950230;1912262;1698339;,substitution,in,,True,0.0,0.0,LEFT,13,13,768.0,768.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,12:48:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,assist,,,True,0.0,0.0,RIGHT,13,13,768.0,768.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,13:08:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,2pt,stepbackjumpshot,,True,21.0,36.0,LEFT,13,11,788.0,788.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,13:23:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,assist,,,True,0.0,0.0,RIGHT,11,11,803.0,803.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,13:23:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,2pt,drivinglayup,pointsinthepaint;fastbreak,True,90.0,53.0,RIGHT,11,11,803.0,803.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,13:28:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,rebound,defensive,,True,0.0,0.0,RIGHT,11,9,808.0,808.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,13:31:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,2pt,jumpshot,fromturnover,False,24.0,45.0,LEFT,11,9,811.0,811.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,13:44:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,turnover,badpass,,True,52.0,37.0,RIGHT,11,9,824.0,824.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,13:44:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,steal,,,True,0.0,0.0,LEFT,11,9,824.0,824.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,13:44:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,foul,personal,,True,58.0,31.0,RIGHT,11,9,824.0,824.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,13:44:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,foulon,,,True,0.0,0.0,LEFT,11,9,824.0,824.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,13:54:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;,substitution,in,,True,0.0,0.0,LEFT,10,9,834.0,834.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,13:54:00,985798;1687573;1608569;1895742;1895743;,1605200;1334083;950230;1912262;1698339;,freethrow,2of2,,True,0.0,0.0,LEFT,11,9,834.0,834.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,13:54:00,985798;1687573;1608569;1895742;1895743;,1605200;1698334;1334083;950230;1912262;,freethrow,1of2,,True,0.0,0.0,LEFT,10,9,834.0,834.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,13:54:00,985798;1687573;1608569;1895742;1895743;,1605200;1698334;1334083;950230;1912262;,substitution,out,,True,0.0,0.0,LEFT,10,9,834.0,834.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,13:54:00,985798;1687573;1608569;1895742;1895743;,1605200;1698334;1334083;950230;1912262;,foulon,,,True,0.0,0.0,LEFT,9,9,834.0,834.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,13:54:00,985798;1687573;1608569;1895742;1895743;,1605200;1698334;1334083;950230;1912262;,foul,personal,shooting;2freethrow,True,15.0,51.0,RIGHT,9,9,834.0,834.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,14:03:00,985798;1687573;1608569;1895742;1895743;,1605200;1698334;1334083;950230;1912262;,rebound,defensive,,True,0.0,0.0,LEFT,9,9,843.0,843.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,14:06:00,985798;1687573;1608569;1895742;1895743;,1605200;1698334;1334083;950230;1912262;,2pt,drivinglayup,fromturnover;pointsinthepaint,False,90.0,41.0,RIGHT,9,9,846.0,846.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,14:17:00,985798;1687573;1608569;1895742;1895743;,1605200;1698334;1334083;950230;1912262;,turnover,3sec,,True,11.0,42.0,LEFT,9,9,857.0,857.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,14:27:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,foul,personal,,True,18.0,55.0,RIGHT,9,9,867.0,867.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,14:27:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1912262;,substitution,out,,True,0.0,0.0,RIGHT,9,9,867.0,867.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,14:27:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,substitution,out,,True,0.0,0.0,LEFT,9,9,867.0,867.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,14:27:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;,substitution,in,,True,0.0,0.0,LEFT,9,9,867.0,867.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,14:27:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,foulon,,,True,0.0,0.0,LEFT,9,9,867.0,867.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,14:27:00,985798;1687573;1608569;1895742;,1605200;1698334;1334083;950230;1912262;,substitution,in,,True,0.0,0.0,RIGHT,9,9,867.0,867.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,14:34:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,rebound,offensive,,True,0.0,0.0,RIGHT,9,7,874.0,874.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,14:34:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,2pt,tipinlayup,2ndchance;fromturnover;pointsinthepaint;fastbreak,True,94.0,50.0,RIGHT,9,9,874.0,874.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,14:40:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,2pt,drivinglayup,fromturnover;pointsinthepaint,False,93.0,50.0,RIGHT,9,7,880.0,880.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,14:45:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,steal,,,True,0.0,0.0,RIGHT,9,7,885.0,885.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,14:45:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,turnover,badpass,,True,24.0,44.0,LEFT,9,7,885.0,885.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,15:14:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,2pt,floatingjumpshot,pointsinthepaint,True,82.0,42.0,RIGHT,9,7,914.0,914.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,15:34:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,2pt,drivinglayup,fromturnover;pointsinthepaint,True,10.0,48.0,LEFT,9,5,934.0,934.0,1,258
33533,2187675,104448,103384,104448,103384,0,1,15:51:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,timeout,commercial,,True,0.0,0.0,LEFT,7,5,951.0,951.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,15:51:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,turnover,outofbounds,,True,91.0,3.0,RIGHT,7,5,951.0,951.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,15:54:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,rebound,defensive,,True,0.0,0.0,RIGHT,7,5,954.0,954.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,15:58:00,985798;1687573;982236;1608569;1895742;,1605200;1698334;1334083;950230;1311667;,3pt,jumpshot,2ndchance,False,24.0,87.0,LEFT,7,5,958.0,958.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,16:01:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,foul,personal,,True,15.0,58.0,RIGHT,7,5,961.0,961.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,16:01:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,foulon,,,True,0.0,0.0,LEFT,7,5,961.0,961.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,16:01:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,substitution,out,,True,0.0,0.0,RIGHT,7,5,961.0,961.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,16:01:00,985798;1687573;982236;1608569;,1605200;1698334;1334083;950230;1311667;,substitution,in,,True,0.0,0.0,RIGHT,7,5,961.0,961.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,16:03:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,rebound,offensive,,True,0.0,0.0,LEFT,7,5,963.0,963.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,16:06:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,2pt,jumpshot,,False,13.0,36.0,LEFT,7,5,966.0,966.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,16:20:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,2pt,floatingjumpshot,,True,85.0,65.0,RIGHT,7,5,980.0,980.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,16:37:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,2pt,layup,pointsinthepaint,True,8.0,50.0,LEFT,7,3,997.0,997.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,16:37:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,assist,,,True,0.0,0.0,LEFT,7,3,997.0,997.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,16:47:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,rebound,defensive,,True,0.0,0.0,LEFT,5,3,1007.0,1007.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,16:50:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,2pt,layup,fromturnover;pointsinthepaint,False,91.0,49.0,RIGHT,5,3,1010.0,1010.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,17:03:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,foul,personal,,True,67.0,26.0,LEFT,5,3,1023.0,1023.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,17:03:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,foulon,,,True,0.0,0.0,RIGHT,5,3,1023.0,1023.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,17:12:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,turnover,lostball,,True,14.0,51.0,LEFT,5,3,1032.0,1032.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,17:24:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,assist,,,True,0.0,0.0,RIGHT,5,3,1044.0,1044.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,17:24:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,2pt,dunk,fromturnover;pointsinthepaint,True,93.0,49.0,RIGHT,5,3,1044.0,1044.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,17:44:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,turnover,badpass,,True,21.0,43.0,LEFT,5,1,1064.0,1064.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,17:55:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,foul,offensive,,True,84.0,51.0,RIGHT,5,1,1075.0,1075.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,17:55:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,turnover,offensive,,True,0.0,0.0,RIGHT,5,1,1075.0,1075.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,17:55:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,foulon,,,True,0.0,0.0,LEFT,5,1,1075.0,1075.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,18:05:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,steal,,,True,0.0,0.0,RIGHT,5,1,1085.0,1085.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,18:05:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,turnover,lostball,,True,26.0,59.0,LEFT,5,1,1085.0,1085.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,18:14:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,foulon,,,True,0.0,0.0,LEFT,5,1,1094.0,1094.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,18:14:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,foul,personal,,True,30.0,53.0,RIGHT,5,1,1094.0,1094.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,18:24:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,turnover,lostball,,True,89.0,35.0,RIGHT,5,1,1104.0,1104.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,18:29:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,rebound,defensive,,True,0.0,0.0,RIGHT,5,1,1109.0,1109.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,18:32:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,3pt,jumpshot,,False,26.0,17.0,LEFT,5,1,1112.0,1112.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,18:51:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,freethrow,1of2,,False,0.0,0.0,RIGHT,5,0,1131.0,1131.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,18:51:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,foul,personal,shooting;2freethrow,True,91.0,52.0,LEFT,5,0,1131.0,1131.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,18:51:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,foulon,,,True,0.0,0.0,RIGHT,5,0,1131.0,1131.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,18:51:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,freethrow,2of2,,True,0.0,0.0,RIGHT,5,1,1131.0,1131.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,19:08:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,3pt,jumpshot,fastbreak,True,21.0,11.0,LEFT,5,0,1148.0,1148.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,19:08:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,assist,,,True,0.0,0.0,LEFT,5,0,1148.0,1148.0,1,258
33533,2187675,104448,103384,104448,103384,104448,1,19:10:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,rebound,defensive,,True,0.0,0.0,LEFT,2,0,1150.0,1150.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,19:13:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,2pt,jumpshot,2ndchance,False,90.0,33.0,RIGHT,2,0,1153.0,1153.0,1,258
33533,2187675,104448,103384,104448,103384,103384,1,19:22:00,985798;1687573;982236;1608569;1720217;,1605200;1698334;1334083;950230;1311667;,rebound,offensive,,True,0.0,0.0,RIGHT,2,0,1162.0,1162.0,1,258
